Simulator streaming data to projects/project-44e3d7cf-953b-4eaa-b79/topics/ev-telemetry-raw... Press Ctrl+C to stop.
→ Published: EVSE-001 | V=389.0V | Temp=34.5C | Fault=None
→ Published: EVSE-001 | V=405.9V | Temp=41.6C | Fault=None
→ Published: EVSE-002 | V=389.8V | Temp=31.3C | Fault=None
→ Published: EVSE-003 | V=389.0V | Temp=28.5C | Fault=None
→ Published: EVSE-004 | V=416.7V | Temp=38.8C | Fault=None
→ Published: EVSE-005 | V=417.4V | Temp=32.0C | Fault=None
→ Published: EVSE-001 | V=391.8V | Temp=37.0C | Fault=None
→ Published: EVSE-002 | V=403.7V | Temp=42.1C | Fault=None
→ Published: EVSE-003 | V=408.8V | Temp=39.4C | Fault=None
→ Published: EVSE-004 | V=419.1V | Temp=32.7C | Fault=None
→ Published: EVSE-005 | V=410.1V | Temp=31.1C | Fault=None
→ Published: EVSE-001 | V=408.9V | Temp=21.8C | Fault=None
→ Published: EVSE-002 | V=392.3V | Temp=23.6C | Fault=None
→ Published: EVSE-003 | V=409.9V | Temp=27.4C | Fault=None
→ Published: EVSE-004 | V=401.8V | Temp=34.8C | Fault=None
→ Published: EVSE-005 | V=412.4V | Temp=27.9C | Fault=None
→ Published: EVSE-001 | V=410.3V | Temp=29.9C | Fault=None
→ Published: EVSE-002 | V=416.0V | Temp=21.7C | Fault=None
→ Published: EVSE-003 | V=383.2V | Temp=34.6C | Fault=None
→ Published: EVSE-004 | V=395.1V | Temp=25.5C | Fault=None
→ Published: EVSE-005 | V=394.8V | Temp=45.0C | Fault=None
→ Published: EVSE-001 | V=415.5V | Temp=21.3C | Fault=None
→ Published: EVSE-002 | V=386.9V | Temp=42.9C | Fault=None
→ Published: EVSE-003 | V=381.3V | Temp=33.7C | Fault=None
→ Published: EVSE-004 | V=394.0V | Temp=22.5C | Fault=None
→ Published: EVSE-005 | V=416.5V | Temp=29.6C | Fault=None
→ Published: EVSE-001 | V=403.7V | Temp=36.6C | Fault=None
→ Published: EVSE-002 | V=213.4V | Temp=79.0C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=230.3V | Temp=88.2C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=402.6V | Temp=31.7C | Fault=None
→ Published: EVSE-005 | V=414.7V | Temp=22.8C | Fault=None
→ Published: EVSE-001 | V=380.7V | Temp=40.6C | Fault=None
→ Published: EVSE-002 | V=404.1V | Temp=20.4C | Fault=None
→ Published: EVSE-003 | V=405.9V | Temp=39.1C | Fault=None
→ Published: EVSE-004 | V=385.7V | Temp=33.2C | Fault=None
→ Published: EVSE-005 | V=404.8V | Temp=30.3C | Fault=None
→ Published: EVSE-001 | V=382.0V | Temp=33.6C | Fault=None
→ Published: EVSE-002 | V=381.0V | Temp=22.3C | Fault=None
→ Published: EVSE-003 | V=399.3V | Temp=28.6C | Fault=None
→ Published: EVSE-004 | V=393.7V | Temp=38.6C | Fault=None
→ Published: EVSE-005 | V=382.0V | Temp=43.8C | Fault=None
→ Published: EVSE-001 | V=395.7V | Temp=41.9C | Fault=None
→ Published: EVSE-002 | V=305.5V | Temp=68.7C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=384.6V | Temp=26.3C | Fault=None
→ Published: EVSE-004 | V=401.0V | Temp=40.3C | Fault=None
→ Published: EVSE-005 | V=382.5V | Temp=26.0C | Fault=None
→ Published: EVSE-001 | V=407.4V | Temp=43.6C | Fault=None
→ Published: EVSE-002 | V=386.1V | Temp=31.9C | Fault=None
→ Published: EVSE-003 | V=410.1V | Temp=40.4C | Fault=None
→ Published: EVSE-004 | V=382.2V | Temp=20.9C | Fault=None
→ Published: EVSE-005 | V=405.1V | Temp=43.3C | Fault=None
→ Published: EVSE-001 | V=399.4V | Temp=27.5C | Fault=None
→ Published: EVSE-002 | V=411.7V | Temp=26.1C | Fault=None
→ Published: EVSE-003 | V=393.0V | Temp=28.3C | Fault=None
→ Published: EVSE-004 | V=385.4V | Temp=20.7C | Fault=None
→ Published: EVSE-005 | V=385.8V | Temp=38.4C | Fault=None
→ Published: EVSE-001 | V=417.5V | Temp=33.2C | Fault=None
→ Published: EVSE-002 | V=391.9V | Temp=31.1C | Fault=None
→ Published: EVSE-003 | V=400.2V | Temp=24.8C | Fault=None
→ Published: EVSE-004 | V=419.2V | Temp=41.7C | Fault=None
→ Published: EVSE-005 | V=385.8V | Temp=40.2C | Fault=None
→ Published: EVSE-001 | V=414.6V | Temp=43.3C | Fault=None
→ Published: EVSE-002 | V=394.4V | Temp=41.9C | Fault=None
→ Published: EVSE-003 | V=404.4V | Temp=21.6C | Fault=None
→ Published: EVSE-004 | V=410.1V | Temp=38.9C | Fault=None
→ Published: EVSE-005 | V=383.9V | Temp=28.0C | Fault=None
→ Published: EVSE-001 | V=386.5V | Temp=25.6C | Fault=None
→ Published: EVSE-002 | V=391.3V | Temp=39.4C | Fault=None
→ Published: EVSE-003 | V=398.6V | Temp=24.3C | Fault=None
→ Published: EVSE-004 | V=407.0V | Temp=30.7C | Fault=None
→ Published: EVSE-005 | V=322.0V | Temp=82.6C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=410.6V | Temp=25.1C | Fault=None
→ Published: EVSE-002 | V=392.6V | Temp=26.4C | Fault=None
→ Published: EVSE-003 | V=406.1V | Temp=30.2C | Fault=None
→ Published: EVSE-004 | V=392.5V | Temp=21.8C | Fault=None
→ Published: EVSE-005 | V=418.6V | Temp=36.1C | Fault=None
→ Published: EVSE-001 | V=383.6V | Temp=34.7C | Fault=None
→ Published: EVSE-002 | V=292.3V | Temp=82.9C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=405.1V | Temp=31.3C | Fault=None
→ Published: EVSE-004 | V=414.9V | Temp=23.0C | Fault=None
→ Published: EVSE-005 | V=419.0V | Temp=24.2C | Fault=None
→ Published: EVSE-001 | V=389.9V | Temp=24.2C | Fault=None
→ Published: EVSE-002 | V=402.9V | Temp=29.8C | Fault=None
→ Published: EVSE-003 | V=408.6V | Temp=39.4C | Fault=None
→ Published: EVSE-004 | V=389.5V | Temp=28.5C | Fault=None
→ Published: EVSE-005 | V=404.7V | Temp=41.0C | Fault=None
→ Published: EVSE-001 | V=322.3V | Temp=85.2C | Fault=F001_OVERHEAT
→ Published: EVSE-002 | V=390.9V | Temp=41.0C | Fault=None
→ Published: EVSE-003 | V=395.0V | Temp=41.7C | Fault=None
→ Published: EVSE-004 | V=416.6V | Temp=32.5C | Fault=None
→ Published: EVSE-005 | V=419.8V | Temp=25.1C | Fault=None
→ Published: EVSE-001 | V=417.7V | Temp=39.5C | Fault=None
→ Published: EVSE-002 | V=405.3V | Temp=41.1C | Fault=None
→ Published: EVSE-003 | V=387.3V | Temp=38.0C | Fault=None
→ Published: EVSE-004 | V=405.8V | Temp=34.7C | Fault=None
→ Published: EVSE-005 | V=387.1V | Temp=25.2C | Fault=None
→ Published: EVSE-001 | V=381.4V | Temp=43.3C | Fault=None
→ Published: EVSE-002 | V=410.4V | Temp=39.6C | Fault=None
→ Published: EVSE-003 | V=390.2V | Temp=39.8C | Fault=None
→ Published: EVSE-004 | V=419.8V | Temp=27.1C | Fault=None
→ Published: EVSE-005 | V=388.0V | Temp=43.7C | Fault=None
→ Published: EVSE-001 | V=410.9V | Temp=34.3C | Fault=None
→ Published: EVSE-002 | V=384.4V | Temp=43.3C | Fault=None
→ Published: EVSE-003 | V=406.9V | Temp=37.8C | Fault=None
→ Published: EVSE-004 | V=395.4V | Temp=32.6C | Fault=None
→ Published: EVSE-005 | V=403.0V | Temp=35.8C | Fault=None
→ Published: EVSE-001 | V=388.4V | Temp=33.5C | Fault=None
→ Published: EVSE-002 | V=407.1V | Temp=26.9C | Fault=None
→ Published: EVSE-003 | V=386.2V | Temp=31.7C | Fault=None
→ Published: EVSE-004 | V=413.6V | Temp=28.0C | Fault=None
→ Published: EVSE-005 | V=414.4V | Temp=34.3C | Fault=None
→ Published: EVSE-001 | V=390.8V | Temp=27.1C | Fault=None
→ Published: EVSE-002 | V=409.0V | Temp=28.9C | Fault=None
→ Published: EVSE-003 | V=402.6V | Temp=35.3C | Fault=None
→ Published: EVSE-004 | V=393.7V | Temp=43.4C | Fault=None
→ Published: EVSE-005 | V=416.2V | Temp=21.1C | Fault=None
→ Published: EVSE-001 | V=415.6V | Temp=25.0C | Fault=None
→ Published: EVSE-002 | V=387.6V | Temp=24.9C | Fault=None
→ Published: EVSE-003 | V=398.5V | Temp=34.9C | Fault=None
→ Published: EVSE-004 | V=419.0V | Temp=28.8C | Fault=None
→ Published: EVSE-005 | V=386.1V | Temp=27.3C | Fault=None
→ Published: EVSE-001 | V=402.4V | Temp=24.0C | Fault=None
→ Published: EVSE-002 | V=399.1V | Temp=39.8C | Fault=None
→ Published: EVSE-003 | V=415.7V | Temp=30.8C | Fault=None
→ Published: EVSE-004 | V=394.4V | Temp=43.3C | Fault=None
→ Published: EVSE-005 | V=392.0V | Temp=27.7C | Fault=None
→ Published: EVSE-001 | V=386.6V | Temp=42.7C | Fault=None
→ Published: EVSE-002 | V=401.2V | Temp=25.3C | Fault=None
→ Published: EVSE-003 | V=390.5V | Temp=27.9C | Fault=None
→ Published: EVSE-004 | V=385.1V | Temp=22.9C | Fault=None
→ Published: EVSE-005 | V=396.4V | Temp=25.9C | Fault=None
→ Published: EVSE-001 | V=257.2V | Temp=84.8C | Fault=F001_OVERHEAT
→ Published: EVSE-002 | V=412.6V | Temp=30.8C | Fault=None
→ Published: EVSE-003 | V=410.0V | Temp=20.9C | Fault=None
→ Published: EVSE-004 | V=400.6V | Temp=44.6C | Fault=None
→ Published: EVSE-005 | V=417.2V | Temp=41.9C | Fault=None
→ Published: EVSE-001 | V=397.7V | Temp=44.7C | Fault=None
→ Published: EVSE-002 | V=215.3V | Temp=73.7C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=419.9V | Temp=28.2C | Fault=None
→ Published: EVSE-004 | V=397.2V | Temp=30.8C | Fault=None
→ Published: EVSE-005 | V=394.7V | Temp=34.6C | Fault=None
→ Published: EVSE-001 | V=409.5V | Temp=39.1C | Fault=None
→ Published: EVSE-002 | V=395.2V | Temp=44.9C | Fault=None
→ Published: EVSE-003 | V=414.9V | Temp=35.1C | Fault=None
→ Published: EVSE-004 | V=408.8V | Temp=38.3C | Fault=None
→ Published: EVSE-005 | V=259.3V | Temp=87.7C | Fault=F002_UNDERVOLT
→ Published: EVSE-001 | V=389.8V | Temp=27.3C | Fault=None
→ Published: EVSE-002 | V=380.2V | Temp=32.8C | Fault=None
→ Published: EVSE-003 | V=414.1V | Temp=21.7C | Fault=None
→ Published: EVSE-004 | V=328.3V | Temp=77.5C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=395.5V | Temp=35.8C | Fault=None
→ Published: EVSE-001 | V=399.5V | Temp=36.4C | Fault=None
→ Published: EVSE-002 | V=399.9V | Temp=28.4C | Fault=None
→ Published: EVSE-003 | V=397.8V | Temp=39.8C | Fault=None
→ Published: EVSE-004 | V=389.9V | Temp=22.2C | Fault=None
→ Published: EVSE-005 | V=397.6V | Temp=43.2C | Fault=None
→ Published: EVSE-001 | V=398.9V | Temp=27.2C | Fault=None
→ Published: EVSE-002 | V=395.5V | Temp=27.6C | Fault=None
→ Published: EVSE-003 | V=391.0V | Temp=44.5C | Fault=None
→ Published: EVSE-004 | V=313.0V | Temp=89.7C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=412.8V | Temp=21.6C | Fault=None
→ Published: EVSE-001 | V=415.7V | Temp=22.0C | Fault=None
→ Published: EVSE-002 | V=389.2V | Temp=41.4C | Fault=None
→ Published: EVSE-003 | V=409.5V | Temp=27.1C | Fault=None
→ Published: EVSE-004 | V=396.4V | Temp=29.5C | Fault=None
→ Published: EVSE-005 | V=397.1V | Temp=34.6C | Fault=None
→ Published: EVSE-001 | V=413.6V | Temp=43.6C | Fault=None
→ Published: EVSE-002 | V=410.8V | Temp=28.0C | Fault=None
→ Published: EVSE-003 | V=417.5V | Temp=41.0C | Fault=None
→ Published: EVSE-004 | V=415.8V | Temp=37.3C | Fault=None
→ Published: EVSE-005 | V=381.0V | Temp=28.8C | Fault=None
→ Published: EVSE-001 | V=392.4V | Temp=28.0C | Fault=None
→ Published: EVSE-002 | V=288.1V | Temp=81.4C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=390.7V | Temp=22.0C | Fault=None
→ Published: EVSE-004 | V=395.9V | Temp=27.7C | Fault=None
→ Published: EVSE-005 | V=397.8V | Temp=26.8C | Fault=None
→ Published: EVSE-001 | V=380.0V | Temp=32.7C | Fault=None
→ Published: EVSE-002 | V=395.6V | Temp=38.6C | Fault=None
→ Published: EVSE-003 | V=412.9V | Temp=37.5C | Fault=None
→ Published: EVSE-004 | V=417.6V | Temp=31.2C | Fault=None
→ Published: EVSE-005 | V=404.3V | Temp=22.4C | Fault=None
→ Published: EVSE-001 | V=399.2V | Temp=28.3C | Fault=None
→ Published: EVSE-002 | V=396.7V | Temp=30.9C | Fault=None
→ Published: EVSE-003 | V=384.7V | Temp=31.1C | Fault=None
→ Published: EVSE-004 | V=403.3V | Temp=24.1C | Fault=None
→ Published: EVSE-005 | V=386.0V | Temp=40.7C | Fault=None
→ Published: EVSE-001 | V=413.0V | Temp=41.3C | Fault=None
→ Published: EVSE-002 | V=405.1V | Temp=32.9C | Fault=None
→ Published: EVSE-003 | V=398.3V | Temp=40.7C | Fault=None
→ Published: EVSE-004 | V=383.2V | Temp=24.0C | Fault=None
→ Published: EVSE-005 | V=396.4V | Temp=28.1C | Fault=None
→ Published: EVSE-001 | V=383.2V | Temp=32.3C | Fault=None
→ Published: EVSE-002 | V=415.5V | Temp=40.8C | Fault=None
→ Published: EVSE-003 | V=419.6V | Temp=43.2C | Fault=None
→ Published: EVSE-004 | V=387.3V | Temp=40.7C | Fault=None
→ Published: EVSE-005 | V=393.3V | Temp=21.9C | Fault=None
→ Published: EVSE-001 | V=417.0V | Temp=24.2C | Fault=None
→ Published: EVSE-002 | V=398.9V | Temp=40.9C | Fault=None
→ Published: EVSE-003 | V=415.5V | Temp=39.2C | Fault=None
→ Published: EVSE-004 | V=409.3V | Temp=21.9C | Fault=None
→ Published: EVSE-005 | V=389.3V | Temp=29.7C | Fault=None
→ Published: EVSE-001 | V=414.3V | Temp=42.3C | Fault=None
→ Published: EVSE-002 | V=251.1V | Temp=75.2C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=408.7V | Temp=34.1C | Fault=None
→ Published: EVSE-004 | V=390.7V | Temp=43.0C | Fault=None
→ Published: EVSE-005 | V=385.5V | Temp=37.6C | Fault=None
→ Published: EVSE-001 | V=412.6V | Temp=33.7C | Fault=None
→ Published: EVSE-002 | V=402.2V | Temp=43.7C | Fault=None
→ Published: EVSE-003 | V=383.1V | Temp=20.5C | Fault=None
→ Published: EVSE-004 | V=381.5V | Temp=35.3C | Fault=None
→ Published: EVSE-005 | V=408.7V | Temp=28.1C | Fault=None
→ Published: EVSE-001 | V=384.2V | Temp=32.1C | Fault=None
→ Published: EVSE-002 | V=412.1V | Temp=25.5C | Fault=None
→ Published: EVSE-003 | V=386.1V | Temp=27.5C | Fault=None
→ Published: EVSE-004 | V=417.4V | Temp=36.4C | Fault=None
→ Published: EVSE-005 | V=409.2V | Temp=28.6C | Fault=None
→ Published: EVSE-001 | V=392.2V | Temp=25.1C | Fault=None
→ Published: EVSE-002 | V=386.4V | Temp=38.7C | Fault=None
→ Published: EVSE-003 | V=417.7V | Temp=35.1C | Fault=None
→ Published: EVSE-004 | V=384.1V | Temp=39.4C | Fault=None
→ Published: EVSE-005 | V=411.8V | Temp=33.5C | Fault=None
→ Published: EVSE-001 | V=417.2V | Temp=20.9C | Fault=None
→ Published: EVSE-002 | V=400.5V | Temp=23.8C | Fault=None
→ Published: EVSE-003 | V=401.3V | Temp=26.3C | Fault=None
→ Published: EVSE-004 | V=402.7V | Temp=34.0C | Fault=None
→ Published: EVSE-005 | V=416.6V | Temp=24.2C | Fault=None
→ Published: EVSE-001 | V=419.5V | Temp=35.0C | Fault=None
→ Published: EVSE-002 | V=389.4V | Temp=29.1C | Fault=None
→ Published: EVSE-003 | V=382.2V | Temp=43.7C | Fault=None
→ Published: EVSE-004 | V=404.8V | Temp=20.7C | Fault=None
→ Published: EVSE-005 | V=392.1V | Temp=22.6C | Fault=None
→ Published: EVSE-001 | V=406.0V | Temp=21.5C | Fault=None
→ Published: EVSE-002 | V=406.0V | Temp=32.9C | Fault=None
→ Published: EVSE-003 | V=417.7V | Temp=32.3C | Fault=None
→ Published: EVSE-004 | V=415.1V | Temp=39.0C | Fault=None
→ Published: EVSE-005 | V=386.0V | Temp=42.8C | Fault=None
→ Published: EVSE-001 | V=400.6V | Temp=32.3C | Fault=None
→ Published: EVSE-002 | V=396.5V | Temp=42.6C | Fault=None
→ Published: EVSE-003 | V=411.4V | Temp=27.2C | Fault=None
→ Published: EVSE-004 | V=396.5V | Temp=31.9C | Fault=None
→ Published: EVSE-005 | V=419.5V | Temp=40.8C | Fault=None
→ Published: EVSE-001 | V=384.6V | Temp=32.6C | Fault=None
→ Published: EVSE-002 | V=393.9V | Temp=32.6C | Fault=None
→ Published: EVSE-003 | V=393.3V | Temp=22.1C | Fault=None
→ Published: EVSE-004 | V=415.9V | Temp=38.6C | Fault=None
→ Published: EVSE-005 | V=390.9V | Temp=34.7C | Fault=None
→ Published: EVSE-001 | V=387.0V | Temp=30.9C | Fault=None
→ Published: EVSE-002 | V=399.0V | Temp=26.2C | Fault=None
→ Published: EVSE-003 | V=397.1V | Temp=33.5C | Fault=None
→ Published: EVSE-004 | V=383.2V | Temp=41.3C | Fault=None
→ Published: EVSE-005 | V=406.8V | Temp=37.7C | Fault=None
→ Published: EVSE-001 | V=412.2V | Temp=31.0C | Fault=None
→ Published: EVSE-002 | V=417.8V | Temp=23.5C | Fault=None
→ Published: EVSE-003 | V=403.2V | Temp=24.9C | Fault=None
→ Published: EVSE-004 | V=383.8V | Temp=35.1C | Fault=None
→ Published: EVSE-005 | V=411.1V | Temp=36.4C | Fault=None
→ Published: EVSE-001 | V=400.3V | Temp=31.6C | Fault=None
→ Published: EVSE-002 | V=386.6V | Temp=35.5C | Fault=None
→ Published: EVSE-003 | V=413.6V | Temp=36.1C | Fault=None
→ Published: EVSE-004 | V=384.4V | Temp=40.4C | Fault=None
→ Published: EVSE-005 | V=415.0V | Temp=36.2C | Fault=None
→ Published: EVSE-001 | V=403.2V | Temp=39.0C | Fault=None
→ Published: EVSE-002 | V=389.7V | Temp=26.5C | Fault=None
→ Published: EVSE-003 | V=388.4V | Temp=20.8C | Fault=None
→ Published: EVSE-004 | V=417.6V | Temp=21.7C | Fault=None
→ Published: EVSE-005 | V=397.4V | Temp=35.0C | Fault=None
→ Published: EVSE-001 | V=390.5V | Temp=43.9C | Fault=None
→ Published: EVSE-002 | V=382.3V | Temp=30.6C | Fault=None
→ Published: EVSE-003 | V=400.8V | Temp=38.5C | Fault=None
→ Published: EVSE-004 | V=402.2V | Temp=40.4C | Fault=None
→ Published: EVSE-005 | V=408.9V | Temp=27.4C | Fault=None
→ Published: EVSE-001 | V=408.4V | Temp=24.7C | Fault=None
→ Published: EVSE-002 | V=383.1V | Temp=38.1C | Fault=None
→ Published: EVSE-003 | V=408.6V | Temp=24.7C | Fault=None
→ Published: EVSE-004 | V=415.7V | Temp=39.6C | Fault=None
→ Published: EVSE-005 | V=416.8V | Temp=42.9C | Fault=None
→ Published: EVSE-001 | V=391.9V | Temp=41.2C | Fault=None
→ Published: EVSE-002 | V=411.7V | Temp=30.8C | Fault=None
→ Published: EVSE-003 | V=381.0V | Temp=26.2C | Fault=None
→ Published: EVSE-004 | V=390.6V | Temp=44.6C | Fault=None
→ Published: EVSE-005 | V=393.6V | Temp=31.2C | Fault=None
→ Published: EVSE-001 | V=384.4V | Temp=28.1C | Fault=None
→ Published: EVSE-002 | V=394.4V | Temp=33.3C | Fault=None
→ Published: EVSE-003 | V=389.7V | Temp=22.6C | Fault=None
→ Published: EVSE-004 | V=418.8V | Temp=26.4C | Fault=None
→ Published: EVSE-005 | V=390.7V | Temp=25.9C | Fault=None
→ Published: EVSE-001 | V=382.9V | Temp=36.9C | Fault=None
→ Published: EVSE-002 | V=390.0V | Temp=35.8C | Fault=None
→ Published: EVSE-003 | V=274.9V | Temp=82.1C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=400.5V | Temp=35.3C | Fault=None
→ Published: EVSE-005 | V=381.0V | Temp=41.4C | Fault=None
→ Published: EVSE-001 | V=406.4V | Temp=20.4C | Fault=None
→ Published: EVSE-002 | V=397.7V | Temp=38.3C | Fault=None
→ Published: EVSE-003 | V=384.5V | Temp=40.5C | Fault=None
→ Published: EVSE-004 | V=273.2V | Temp=67.5C | Fault=F002_UNDERVOLT
→ Published: EVSE-005 | V=416.5V | Temp=24.6C | Fault=None
→ Published: EVSE-001 | V=380.4V | Temp=34.0C | Fault=None
→ Published: EVSE-002 | V=382.6V | Temp=32.1C | Fault=None
→ Published: EVSE-003 | V=334.3V | Temp=79.4C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=206.0V | Temp=68.2C | Fault=F002_UNDERVOLT
→ Published: EVSE-005 | V=397.6V | Temp=34.5C | Fault=None
→ Published: EVSE-001 | V=390.0V | Temp=28.6C | Fault=None
→ Published: EVSE-002 | V=395.6V | Temp=29.8C | Fault=None
→ Published: EVSE-003 | V=387.0V | Temp=23.0C | Fault=None
→ Published: EVSE-004 | V=412.2V | Temp=27.8C | Fault=None
→ Published: EVSE-005 | V=405.3V | Temp=43.7C | Fault=None
→ Published: EVSE-001 | V=395.1V | Temp=37.0C | Fault=None
→ Published: EVSE-002 | V=403.4V | Temp=32.7C | Fault=None
→ Published: EVSE-003 | V=404.8V | Temp=43.4C | Fault=None
→ Published: EVSE-004 | V=411.6V | Temp=24.7C | Fault=None
→ Published: EVSE-005 | V=380.2V | Temp=29.7C | Fault=None
→ Published: EVSE-001 | V=217.5V | Temp=75.9C | Fault=F001_OVERHEAT
→ Published: EVSE-002 | V=408.3V | Temp=20.0C | Fault=None
→ Published: EVSE-003 | V=414.9V | Temp=33.5C | Fault=None
→ Published: EVSE-004 | V=416.4V | Temp=22.4C | Fault=None
→ Published: EVSE-005 | V=398.8V | Temp=41.1C | Fault=None
→ Published: EVSE-001 | V=388.8V | Temp=28.7C | Fault=None
→ Published: EVSE-002 | V=410.8V | Temp=42.3C | Fault=None
→ Published: EVSE-003 | V=405.8V | Temp=26.8C | Fault=None
→ Published: EVSE-004 | V=392.6V | Temp=28.7C | Fault=None
→ Published: EVSE-005 | V=391.6V | Temp=24.1C | Fault=None
→ Published: EVSE-001 | V=390.0V | Temp=34.0C | Fault=None
→ Published: EVSE-002 | V=397.1V | Temp=26.3C | Fault=None
→ Published: EVSE-003 | V=383.4V | Temp=44.1C | Fault=None
→ Published: EVSE-004 | V=401.5V | Temp=28.9C | Fault=None
→ Published: EVSE-005 | V=313.2V | Temp=81.1C | Fault=F002_UNDERVOLT
→ Published: EVSE-001 | V=396.8V | Temp=44.2C | Fault=None
→ Published: EVSE-002 | V=417.8V | Temp=44.8C | Fault=None
→ Published: EVSE-003 | V=412.2V | Temp=26.6C | Fault=None
→ Published: EVSE-004 | V=401.2V | Temp=35.8C | Fault=None
→ Published: EVSE-005 | V=399.7V | Temp=34.5C | Fault=None
→ Published: EVSE-001 | V=417.6V | Temp=40.1C | Fault=None
→ Published: EVSE-002 | V=392.1V | Temp=34.9C | Fault=None
→ Published: EVSE-003 | V=415.3V | Temp=28.4C | Fault=None
→ Published: EVSE-004 | V=399.0V | Temp=29.4C | Fault=None
→ Published: EVSE-005 | V=407.7V | Temp=44.1C | Fault=None
→ Published: EVSE-001 | V=411.9V | Temp=37.8C | Fault=None
→ Published: EVSE-002 | V=411.3V | Temp=20.4C | Fault=None
→ Published: EVSE-003 | V=393.6V | Temp=22.5C | Fault=None
→ Published: EVSE-004 | V=380.3V | Temp=34.8C | Fault=None
→ Published: EVSE-005 | V=290.7V | Temp=78.8C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=396.8V | Temp=44.6C | Fault=None
→ Published: EVSE-002 | V=388.4V | Temp=20.9C | Fault=None
